DateKey,DepartmentKey,BedsAvailable,BedsOccupied,OccupancyRate
20240905,2,35,32,0.9143
20240906,2,35,26,0.7429
20240907,2,35,28,0.8
20240908,2,35,23,0.6571
20240909,2,35,29,0.8286
20240910,2,35,26,0.7429
20240911,2,35,26,0.7429
20240912,2,35,29,0.8286
20240913,2,35,26,0.7429
20240914,2,35,26,0.7429
20240915,2,35,25,0.7143
20240916,2,35,25,0.7143
20240917,2,35,27,0.7714
20240918,2,35,26,0.7429
20240919,2,35,27,0.7714
20240920,2,35,23,0.6571
20240921,2,35,23,0.6571
20240922,2,35,24,0.6857
20240923,2,35,27,0.7714
20240924,2,35,25,0.7143
20240925,2,35,23,0.6571
20240926,2,35,26,0.7429
20240927,2,35,23,0.6571
20240928,2,35,20,0.5714
20240929,2,35,23,0.6571
20240930,2,35,30,0.8571
20241001,2,35,27,0.7714
20241002,2,35,28,0.8
20241003,2,35,27,0.7714
20241004,2,35,31,0.8857
20241005,2,35,26,0.7429
20241006,2,35,23,0.6571
20241007,2,35,27,0.7714
20241008,2,35,29,0.8286
20241009,2,35,26,0.7429
20241010,2,35,27,0.7714
20241011,2,35,29,0.8286
20241012,2,35,27,0.7714
20241013,2,35,24,0.6857
20241014,2,35,32,0.9143
20241015,2,35,30,0.8571
20241016,2,35,30,0.8571
20241017,2,35,28,0.8
20241018,2,35,27,0.7714
20241019,2,35,23,0.6571
20241020,2,35,19,0.5429
20241021,2,35,22,0.6286
20241022,2,35,22,0.6286
20241023,2,35,28,0.8
20241024,2,35,23,0.6571
20241025,2,35,29,0.8286
20241026,2,35,20,0.5714
20241027,2,35,25,0.7143
20241028,2,35,24,0.6857
20241029,2,35,29,0.8286
20241030,2,35,25,0.7143
20241031,2,35,27,0.7714
20241101,2,35,30,0.8571
20241102,2,35,26,0.7429
20241103,2,35,28,0.8
20241104,2,35,33,0.9429
20241105,2,35,29,0.8286
20241106,2,35,27,0.7714
20241107,2,35,26,0.7429
20241108,2,35,33,0.9429
20241109,2,35,26,0.7429
20241110,2,35,23,0.6571
20241111,2,35,28,0.8
20241112,2,35,27,0.7714
20241113,2,35,32,0.9143
20241114,2,35,29,0.8286
20241115,2,35,28,0.8
20241116,2,35,22,0.6286
20241117,2,35,23,0.6571
20241118,2,35,24,0.6857
20241119,2,35,26,0.7429
20241120,2,35,26,0.7429
20241121,2,35,27,0.7714
20241122,2,35,26,0.7429
20241123,2,35,21,0.6
20241124,2,35,23,0.6571
20241125,2,35,25,0.7143
20241126,2,35,28,0.8
20241127,2,35,29,0.8286
20241128,2,35,26,0.7429
20241129,2,35,27,0.7714
20241130,2,35,22,0.6286
20241201,2,35,23,0.6571
20241202,2,35,30,0.8571
20241203,2,35,30,0.8571
20241204,2,35,33,0.9429
20241205,2,35,30,0.8571
20241206,2,35,32,0.9143
20241207,2,35,23,0.6571
20241208,2,35,24,0.6857
20241209,2,35,30,0.8571
20241210,2,35,30,0.8571
20241211,2,35,30,0.8571
20241212,2,35,29,0.8286
20241213,2,35,32,0.9143
20241214,2,35,26,0.7429
20241215,2,35,24,0.6857
20241216,2,35,30,0.8571
20241217,2,35,30,0.8571
20241218,2,35,24,0.6857
20241219,2,35,23,0.6571
20241220,2,35,25,0.7143
20241221,2,35,22,0.6286
20241222,2,35,21,0.6
20241223,2,35,24,0.6857
20241224,2,35,22,0.6286
20241225,2,35,28,0.8
20241226,2,35,29,0.8286
20241227,2,35,28,0.8
20241228,2,35,21,0.6
20241229,2,35,25,0.7143
20241230,2,35,29,0.8286
20241231,2,35,27,0.7714
20250101,2,35,31,0.8857
20250102,2,35,25,0.7143
20250103,2,35,27,0.7714
20250104,2,35,23,0.6571
20250105,2,35,26,0.7429
20250106,2,35,30,0.8571
20250107,2,35,29,0.8286
20250108,2,35,27,0.7714
20250109,2,35,30,0.8571
20250110,2,35,28,0.8
20250111,2,35,27,0.7714
20250112,2,35,25,0.7143
20250113,2,35,25,0.7143
20250114,2,35,25,0.7143
20250115,2,35,29,0.8286
20250116,2,35,27,0.7714
20250117,2,35,26,0.7429
20250118,2,35,21,0.6
20250119,2,35,24,0.6857
20250120,2,35,28,0.8
20250121,2,35,25,0.7143
20250122,2,35,27,0.7714
20250123,2,35,29,0.8286
20250124,2,35,26,0.7429
20250125,2,35,21,0.6
20250126,2,35,23,0.6571
20250127,2,35,28,0.8
20250128,2,35,25,0.7143
20250129,2,35,26,0.7429
20250130,2,35,28,0.8
20250131,2,35,26,0.7429
20250201,2,35,21,0.6
20250202,2,35,24,0.6857
20250203,2,35,29,0.8286
20250204,2,35,32,0.9143
20250205,2,35,26,0.7429
20250206,2,35,27,0.7714
20250207,2,35,27,0.7714
20250208,2,35,27,0.7714
20250209,2,35,27,0.7714
20250210,2,35,29,0.8286
20250211,2,35,31,0.8857
20250212,2,35,27,0.7714
20250213,2,35,28,0.8
20250214,2,35,26,0.7429
20250215,2,35,24,0.6857
20250216,2,35,23,0.6571
20250217,2,35,27,0.7714
20250218,2,35,24,0.6857
20250219,2,35,24,0.6857
20250220,2,35,23,0.6571
20250221,2,35,23,0.6571
20250222,2,35,21,0.6
20250223,2,35,24,0.6857
20250224,2,35,29,0.8286
20250225,2,35,27,0.7714
20250226,2,35,29,0.8286
20250227,2,35,24,0.6857
20250228,2,35,26,0.7429
20250301,2,35,25,0.7143
20250302,2,35,25,0.7143
20250303,2,35,27,0.7714
20250304,2,35,32,0.9143
20250305,2,35,26,0.7429
20250306,2,35,26,0.7429
20250307,2,35,30,0.8571
20250308,2,35,25,0.7143
20250309,2,35,29,0.8286
20250310,2,35,32,0.9143
20250311,2,35,33,0.9429
20250312,2,35,26,0.7429
20250313,2,35,27,0.7714
20250314,2,35,25,0.7143
20250315,2,35,26,0.7429
20250316,2,35,25,0.7143
20250317,2,35,26,0.7429
20250318,2,35,27,0.7714
20250319,2,35,23,0.6571
20250320,2,35,26,0.7429
20250321,2,35,24,0.6857
20250322,2,35,21,0.6
20250323,2,35,23,0.6571
20250324,2,35,26,0.7429
20250325,2,35,29,0.8286
20250326,2,35,28,0.8
20250327,2,35,26,0.7429
20250328,2,35,27,0.7714
20250329,2,35,24,0.6857
20250330,2,35,22,0.6286
20250331,2,35,29,0.8286
20250401,2,35,28,0.8
20250402,2,35,26,0.7429
20250403,2,35,32,0.9143
20250404,2,35,32,0.9143
20250405,2,35,24,0.6857
20250406,2,35,28,0.8
20250407,2,35,30,0.8571
20250408,2,35,28,0.8
20250409,2,35,28,0.8
20250410,2,35,27,0.7714
20250411,2,35,28,0.8
20250412,2,35,22,0.6286
20250413,2,35,23,0.6571
20250414,2,35,26,0.7429
20250415,2,35,27,0.7714
20250416,2,35,26,0.7429
20250417,2,35,28,0.8
20250418,2,35,29,0.8286
20250419,2,35,20,0.5714
20250420,2,35,20,0.5714
20250421,2,35,25,0.7143
20250422,2,35,28,0.8
20250423,2,35,26,0.7429
20250424,2,35,28,0.8
20250425,2,35,24,0.6857
20250426,2,35,22,0.6286
20250427,2,35,21,0.6
20250428,2,35,30,0.8571
20250429,2,35,29,0.8286
20250430,2,35,31,0.8857
20250501,2,35,26,0.7429
20250502,2,35,28,0.8
20250503,2,35,26,0.7429
20250504,2,35,26,0.7429
20250505,2,35,31,0.8857
20250506,2,35,30,0.8571
20250507,2,35,29,0.8286
20250508,2,35,29,0.8286
20250509,2,35,27,0.7714
20250510,2,35,28,0.8
20250511,2,35,23,0.6571
20250512,2,35,28,0.8
20250513,2,35,27,0.7714
20250514,2,35,25,0.7143
20250515,2,35,28,0.8
20250516,2,35,30,0.8571
20250517,2,35,24,0.6857
20250518,2,35,23,0.6571
20250519,2,35,25,0.7143
20250520,2,35,29,0.8286
20250521,2,35,26,0.7429
20250522,2,35,22,0.6286
20250523,2,35,28,0.8
20250524,2,35,22,0.6286
20250525,2,35,23,0.6571
20250526,2,35,29,0.8286
20250527,2,35,24,0.6857
20250528,2,35,29,0.8286
20250529,2,35,28,0.8
20250530,2,35,31,0.8857
20250531,2,35,24,0.6857
20250601,2,35,26,0.7429
20250602,2,35,26,0.7429
20250603,2,35,26,0.7429
20250604,2,35,31,0.8857
20250605,2,35,26,0.7429
20250606,2,35,32,0.9143
20250607,2,35,23,0.6571
20250608,2,35,24,0.6857
20250609,2,35,32,0.9143
20250610,2,35,29,0.8286
20250611,2,35,30,0.8571
20250612,2,35,28,0.8
20250613,2,35,30,0.8571
20250614,2,35,26,0.7429
20250615,2,35,22,0.6286
20250616,2,35,27,0.7714
20250617,2,35,30,0.8571
20250618,2,35,26,0.7429
20250619,2,35,27,0.7714
20250620,2,35,23,0.6571
20250621,2,35,19,0.5429
20250622,2,35,21,0.6
20250623,2,35,27,0.7714
20250624,2,35,27,0.7714
20250625,2,35,28,0.8
20250626,2,35,26,0.7429
20250627,2,35,25,0.7143
20250628,2,35,23,0.6571
20250629,2,35,21,0.6
20250630,2,35,30,0.8571
20250701,2,35,31,0.8857
20250702,2,35,27,0.7714
20250703,2,35,25,0.7143
20250704,2,35,31,0.8857
20250705,2,35,26,0.7429
20250706,2,35,22,0.6286
20250707,2,35,27,0.7714
20250708,2,35,32,0.9143
20250709,2,35,30,0.8571
20250710,2,35,31,0.8857
20250711,2,35,32,0.9143
20250712,2,35,26,0.7429
20250713,2,35,24,0.6857
20250714,2,35,24,0.6857
20250715,2,35,27,0.7714
20250716,2,35,29,0.8286
20250717,2,35,24,0.6857
20250718,2,35,28,0.8
20250719,2,35,22,0.6286
20250720,2,35,25,0.7143
20250721,2,35,27,0.7714
20250722,2,35,23,0.6571
20250723,2,35,23,0.6571
20250724,2,35,23,0.6571
20250725,2,35,23,0.6571
20250726,2,35,20,0.5714
20250727,2,35,25,0.7143
20250728,2,35,26,0.7429
20250729,2,35,25,0.7143
20250730,2,35,26,0.7429
20250731,2,35,24,0.6857
20250801,2,35,24,0.6857
20250802,2,35,23,0.6571
20250803,2,35,28,0.8
20250804,2,35,33,0.9429
20250805,2,35,29,0.8286
20250806,2,35,31,0.8857
20250807,2,35,28,0.8
20250808,2,35,27,0.7714
20250809,2,35,25,0.7143
20250810,2,35,25,0.7143
20250811,2,35,26,0.7429
20250812,2,35,32,0.9143
20250813,2,35,25,0.7143
20250814,2,35,28,0.8
20250815,2,35,28,0.8
20250816,2,35,24,0.6857
20250817,2,35,22,0.6286
20250818,2,35,23,0.6571
20250819,2,35,25,0.7143
20250820,2,35,27,0.7714
20250821,2,35,24,0.6857
20250822,2,35,26,0.7429
20250823,2,35,24,0.6857
20250824,2,35,21,0.6
20250825,2,35,25,0.7143
20250826,2,35,24,0.6857
20250827,2,35,26,0.7429
20250828,2,35,28,0.8
20250829,2,35,25,0.7143
20250830,2,35,23,0.6571
20250831,2,35,22,0.6286
20250901,2,35,28,0.8
20250902,2,35,30,0.8571
20250903,2,35,31,0.8857
20250904,2,35,27,0.7714
20250905,2,35,27,0.7714
20250906,2,35,22,0.6286
20250907,2,35,27,0.7714
20250908,2,35,30,0.8571
20250909,2,35,29,0.8286
20250910,2,35,27,0.7714
20250911,2,35,27,0.7714
20250912,2,35,29,0.8286
20250913,2,35,26,0.7429
20250914,2,35,24,0.6857
20250915,2,35,31,0.8857
20250916,2,35,30,0.8571
20250917,2,35,24,0.6857
20250918,2,35,24,0.6857
20250919,2,35,27,0.7714
20250920,2,35,24,0.6857
20250921,2,35,22,0.6286
20250922,2,35,24,0.6857
20250923,2,35,25,0.7143
20250924,2,35,25,0.7143
20250925,2,35,28,0.8
20250926,2,35,28,0.8
20250927,2,35,21,0.6
20250928,2,35,25,0.7143
20250929,2,35,26,0.7429
20250930,2,35,30,0.8571
20251001,2,35,31,0.8857
20251002,2,35,26,0.7429
20251003,2,35,30,0.8571
20251004,2,35,26,0.7429
20251005,2,35,28,0.8
20251006,2,35,27,0.7714
20251007,2,35,29,0.8286
20251008,2,35,32,0.9143
20251009,2,35,29,0.8286
20251010,2,35,30,0.8571
20251011,2,35,27,0.7714
20251012,2,35,26,0.7429
20251013,2,35,28,0.8
20251014,2,35,31,0.8857
20251015,2,35,24,0.6857
20251016,2,35,29,0.8286
20251017,2,35,23,0.6571
20251018,2,35,22,0.6286
20251019,2,35,22,0.6286
20251020,2,35,25,0.7143
20251021,2,35,26,0.7429
20251022,2,35,28,0.8
20251023,2,35,28,0.8
20251024,2,35,27,0.7714
20251025,2,35,20,0.5714
20251026,2,35,22,0.6286
20251027,2,35,25,0.7143
20251028,2,35,26,0.7429
20251029,2,35,25,0.7143
20251030,2,35,26,0.7429
20251031,2,35,25,0.7143
20251101,2,35,26,0.7429
20251102,2,35,25,0.7143
20251103,2,35,27,0.7714
20251104,2,35,30,0.8571
20251105,2,35,30,0.8571
20251106,2,35,30,0.8571
20251107,2,35,30,0.8571
20251108,2,35,26,0.7429
20251109,2,35,25,0.7143
20251110,2,35,27,0.7714
20251111,2,35,32,0.9143
20251112,2,35,31,0.8857
20251113,2,35,30,0.8571
20251114,2,35,26,0.7429
20251115,2,35,24,0.6857
20251116,2,35,23,0.6571
20251117,2,35,30,0.8571
20251118,2,35,23,0.6571
20251119,2,35,27,0.7714
20251120,2,35,26,0.7429
20251121,2,35,26,0.7429
20251122,2,35,22,0.6286
20251123,2,35,21,0.6
20251124,2,35,26,0.7429
20251125,2,35,24,0.6857
20251126,2,35,26,0.7429
20251127,2,35,24,0.6857
20251128,2,35,27,0.7714
20251129,2,35,26,0.7429
20251130,2,35,26,0.7429
20251201,2,35,28,0.8
20251202,2,35,28,0.8
20251203,2,35,31,0.8857
20251204,2,35,26,0.7429
20251205,2,35,32,0.9143
20251206,2,35,24,0.6857
20251207,2,35,22,0.6286
20251208,2,35,26,0.7429
20251209,2,35,31,0.8857
20251210,2,35,26,0.7429
20251211,2,35,26,0.7429
20251212,2,35,25,0.7143
20251213,2,35,26,0.7429
20251214,2,35,26,0.7429
20251215,2,35,25,0.7143
20251216,2,35,26,0.7429
20251217,2,35,30,0.8571
20251218,2,35,23,0.6571
20251219,2,35,24,0.6857
20251220,2,35,19,0.5429
20251221,2,35,20,0.5714
20251222,2,35,26,0.7429
20251223,2,35,24,0.6857
20251224,2,35,27,0.7714
20251225,2,35,28,0.8
20251226,2,35,27,0.7714
20251227,2,35,23,0.6571
20251228,2,35,21,0.6
20251229,2,35,24,0.6857
20251230,2,35,31,0.8857
20251231,2,35,26,0.7429
20240101,3,45,33,0.7333
20240102,3,45,37,0.8222
20240103,3,45,35,0.7778
20240104,3,45,35,0.7778
20240105,3,45,40,0.8889
20240106,3,45,31,0.6889
20240107,3,45,30,0.6667
20240108,3,45,41,0.9111
20240109,3,45,38,0.8444
20240110,3,45,38,0.8444
20240111,3,45,33,0.7333
20240112,3,45,40,0.8889
20240113,3,45,28,0.6222
20240114,3,45,28,0.6222
20240115,3,45,39,0.8667
20240116,3,45,32,0.7111
20240117,3,45,31,0.6889
20240118,3,45,31,0.6889
20240119,3,45,33,0.7333
20240120,3,45,30,0.6667
20240121,3,45,27,0.6
20240122,3,45,36,0.8
20240123,3,45,31,0.6889
20240124,3,45,33,0.7333
20240125,3,45,32,0.7111
20240126,3,45,35,0.7778
20240127,3,45,27,0.6
20240128,3,45,26,0.5778
20240129,3,45,37,0.8222
20240130,3,45,36,0.8
20240131,3,45,38,0.8444
20240201,3,45,32,0.7111
20240202,3,45,34,0.7556
20240203,3,45,30,0.6667
20240204,3,45,30,0.6667
20240205,3,45,35,0.7778
20240206,3,45,33,0.7333
20240207,3,45,37,0.8222
20240208,3,45,40,0.8889
20240209,3,45,34,0.7556
20240210,3,45,32,0.7111
20240211,3,45,36,0.8
20240212,3,45,36,0.8
20240213,3,45,35,0.7778
20240214,3,45,36,0.8
20240215,3,45,31,0.6889
20240216,3,45,31,0.6889
20240217,3,45,26,0.5778
20240218,3,45,29,0.6444
20240219,3,45,34,0.7556
20240220,3,45,34,0.7556
20240221,3,45,30,0.6667
20240222,3,45,37,0.8222
20240223,3,45,30,0.6667
20240224,3,45,31,0.6889
20240225,3,45,30,0.6667
20240226,3,45,37,0.8222
20240227,3,45,37,0.8222
20240228,3,45,36,0.8
20240229,3,45,31,0.6889
20240301,3,45,39,0.8667
20240302,3,45,31,0.6889
20240303,3,45,32,0.7111
20240304,3,45,36,0.8
20240305,3,45,42,0.9333
20240306,3,45,35,0.7778
20240307,3,45,42,0.9333
20240308,3,45,40,0.8889
20240309,3,45,32,0.7111
20240310,3,45,29,0.6444
20240311,3,45,39,0.8667
20240312,3,45,40,0.8889
20240313,3,45,38,0.8444
20240314,3,45,38,0.8444
20240315,3,45,37,0.8222
20240316,3,45,33,0.7333
20240317,3,45,33,0.7333
20240318,3,45,31,0.6889
20240319,3,45,31,0.6889
20240320,3,45,35,0.7778
20240321,3,45,29,0.6444
20240322,3,45,29,0.6444
20240323,3,45,26,0.5778
20240324,3,45,30,0.6667
20240325,3,45,30,0.6667
20240326,3,45,35,0.7778
20240327,3,45,38,0.8444
20240328,3,45,39,0.8667
20240329,3,45,39,0.8667
20240330,3,45,33,0.7333
20240331,3,45,28,0.6222
20240401,3,45,38,0.8444
20240402,3,45,33,0.7333
20240403,3,45,34,0.7556
20240404,3,45,35,0.7778
20240405,3,45,39,0.8667
20240406,3,45,31,0.6889
20240407,3,45,34,0.7556
20240408,3,45,41,0.9111
20240409,3,45,42,0.9333
20240410,3,45,39,0.8667
20240411,3,45,38,0.8444
20240412,3,45,39,0.8667
20240413,3,45,35,0.7778
20240414,3,45,27,0.6
20240415,3,45,33,0.7333
20240416,3,45,38,0.8444
20240417,3,45,36,0.8
20240418,3,45,36,0.8
20240419,3,45,36,0.8
20240420,3,45,31,0.6889
20240421,3,45,27,0.6
20240422,3,45,34,0.7556
20240423,3,45,29,0.6444
20240424,3,45,37,0.8222
20240425,3,45,34,0.7556
20240426,3,45,32,0.7111
20240427,3,45,28,0.6222
20240428,3,45,29,0.6444
20240429,3,45,33,0.7333
20240430,3,45,33,0.7333
20240501,3,45,31,0.6889
20240502,3,45,38,0.8444
20240503,3,45,37,0.8222
20240504,3,45,36,0.8
20240505,3,45,34,0.7556
20240506,3,45,36,0.8
20240507,3,45,39,0.8667
20240508,3,45,43,0.9556
20240509,3,45,41,0.9111
20240510,3,45,35,0.7778
20240511,3,45,29,0.6444
20240512,3,45,34,0.7556
20240513,3,45,39,0.8667
20240514,3,45,33,0.7333
20240515,3,45,37,0.8222
20240516,3,45,39,0.8667
20240517,3,45,35,0.7778
20240518,3,45,29,0.6444
20240519,3,45,31,0.6889
20240520,3,45,29,0.6444
20240521,3,45,30,0.6667
20240522,3,45,33,0.7333
20240523,3,45,29,0.6444
20240524,3,45,35,0.7778
20240525,3,45,31,0.6889
20240526,3,45,27,0.6
20240527,3,45,36,0.8
20240528,3,45,32,0.7111
20240529,3,45,32,0.7111
20240530,3,45,34,0.7556
20240531,3,45,38,0.8444
20240601,3,45,28,0.6222
20240602,3,45,29,0.6444
20240603,3,45,37,0.8222
20240604,3,45,35,0.7778
20240605,3,45,34,0.7556
20240606,3,45,43,0.9556
20240607,3,45,40,0.8889
20240608,3,45,30,0.6667
20240609,3,45,33,0.7333
20240610,3,45,35,0.7778
20240611,3,45,39,0.8667
20240612,3,45,36,0.8
20240613,3,45,40,0.8889
20240614,3,45,34,0.7556
20240615,3,45,33,0.7333
20240616,3,45,27,0.6
20240617,3,45,38,0.8444
20240618,3,45,35,0.7778
20240619,3,45,35,0.7778
20240620,3,45,31,0.6889
20240621,3,45,31,0.6889
20240622,3,45,25,0.5556
20240623,3,45,27,0.6
20240624,3,45,31,0.6889
20240625,3,45,36,0.8
20240626,3,45,38,0.8444
20240627,3,45,30,0.6667
20240628,3,45,36,0.8
20240629,3,45,27,0.6
20240630,3,45,29,0.6444
20240701,3,45,35,0.7778
20240702,3,45,35,0.7778
20240703,3,45,37,0.8222
20240704,3,45,37,0.8222
20240705,3,45,35,0.7778
20240706,3,45,35,0.7778
20240707,3,45,37,0.8222
20240708,3,45,41,0.9111
20240709,3,45,39,0.8667
20240710,3,45,35,0.7778
20240711,3,45,39,0.8667
20240712,3,45,34,0.7556
20240713,3,45,29,0.6444
20240714,3,45,35,0.7778
20240715,3,45,36,0.8
20240716,3,45,30,0.6667
20240717,3,45,32,0.7111
20240718,3,45,33,0.7333
20240719,3,45,34,0.7556
20240720,3,45,26,0.5778
20240721,3,45,28,0.6222
20240722,3,45,30,0.6667
20240723,3,45,30,0.6667
20240724,3,45,30,0.6667
20240725,3,45,37,0.8222
20240726,3,45,32,0.7111
20240727,3,45,33,0.7333
20240728,3,45,27,0.6
20240729,3,45,36,0.8
20240730,3,45,38,0.8444
20240731,3,45,36,0.8
20240801,3,45,31,0.6889
20240802,3,45,37,0.8222
20240803,3,45,31,0.6889
20240804,3,45,28,0.6222
20240805,3,45,35,0.7778
20240806,3,45,38,0.8444
20240807,3,45,38,0.8444
20240808,3,45,38,0.8444
20240809,3,45,42,0.9333
20240810,3,45,36,0.8
20240811,3,45,28,0.6222
20240812,3,45,41,0.9111
20240813,3,45,34,0.7556
20240814,3,45,33,0.7333
20240815,3,45,34,0.7556
20240816,3,45,36,0.8
20240817,3,45,32,0.7111
20240818,3,45,31,0.6889
20240819,3,45,32,0.7111
20240820,3,45,29,0.6444
20240821,3,45,32,0.7111
20240822,3,45,30,0.6667
20240823,3,45,32,0.7111
20240824,3,45,29,0.6444
20240825,3,45,27,0.6
20240826,3,45,32,0.7111
20240827,3,45,38,0.8444
20240828,3,45,36,0.8
20240829,3,45,31,0.6889
20240830,3,45,38,0.8444
20240831,3,45,28,0.6222
20240901,3,45,31,0.6889
20240902,3,45,37,0.8222
20240903,3,45,38,0.8444
20240904,3,45,34,0.7556
20240905,3,45,35,0.7778
20240906,3,45,38,0.8444
20240907,3,45,37,0.8222
20240908,3,45,29,0.6444
20240909,3,45,41,0.9111
20240910,3,45,41,0.9111
20240911,3,45,36,0.8
20240912,3,45,32,0.7111
20240913,3,45,41,0.9111
20240914,3,45,27,0.6
20240915,3,45,30,0.6667
20240916,3,45,38,0.8444
20240917,3,45,35,0.7778
20240918,3,45,35,0.7778
20240919,3,45,33,0.7333
20240920,3,45,36,0.8
20240921,3,45,30,0.6667
20240922,3,45,24,0.5333
20240923,3,45,31,0.6889
20240924,3,45,33,0.7333
20240925,3,45,34,0.7556
20240926,3,45,32,0.7111
20240927,3,45,35,0.7778
20240928,3,45,33,0.7333
20240929,3,45,31,0.6889
20240930,3,45,35,0.7778
20241001,3,45,37,0.8222
20241002,3,45,34,0.7556
20241003,3,45,37,0.8222
20241004,3,45,40,0.8889
20241005,3,45,28,0.6222
20241006,3,45,37,0.8222
20241007,3,45,37,0.8222
20241008,3,45,33,0.7333
20241009,3,45,41,0.9111
20241010,3,45,35,0.7778
20241011,3,45,38,0.8444
20241012,3,45,32,0.7111
20241013,3,45,28,0.6222
20241014,3,45,39,0.8667
20241015,3,45,40,0.8889
20241016,3,45,38,0.8444
20241017,3,45,33,0.7333
20241018,3,45,38,0.8444
20241019,3,45,32,0.7111
20241020,3,45,31,0.6889
20241021,3,45,32,0.7111
20241022,3,45,34,0.7556
20241023,3,45,29,0.6444
20241024,3,45,32,0.7111
20241025,3,45,36,0.8
20241026,3,45,32,0.7111
20241027,3,45,28,0.6222
20241028,3,45,33,0.7333
20241029,3,45,35,0.7778
20241030,3,45,35,0.7778
20241031,3,45,39,0.8667
20241101,3,45,40,0.8889
20241102,3,45,30,0.6667
20241103,3,45,34,0.7556
20241104,3,45,38,0.8444
20241105,3,45,40,0.8889
20241106,3,45,34,0.7556
20241107,3,45,42,0.9333
20241108,3,45,40,0.8889
20241109,3,45,32,0.7111
20241110,3,45,29,0.6444
20241111,3,45,33,0.7333
20241112,3,45,42,0.9333
20241113,3,45,34,0.7556
20241114,3,45,39,0.8667
20241115,3,45,35,0.7778
20241116,3,45,31,0.6889
20241117,3,45,31,0.6889
20241118,3,45,33,0.7333
20241119,3,45,31,0.6889
20241120,3,45,29,0.6444
20241121,3,45,33,0.7333
20241122,3,45,37,0.8222
20241123,3,45,27,0.6
20241124,3,45,31,0.6889
20241125,3,45,32,0.7111
20241126,3,45,30,0.6667
20241127,3,45,35,0.7778
20241128,3,45,31,0.6889
20241129,3,45,39,0.8667
20241130,3,45,26,0.5778
20241201,3,45,35,0.7778
20241202,3,45,37,0.8222
20241203,3,45,33,0.7333
20241204,3,45,40,0.8889
20241205,3,45,37,0.8222
20241206,3,45,40,0.8889
20241207,3,45,29,0.6444
20241208,3,45,32,0.7111
20241209,3,45,38,0.8444
20241210,3,45,36,0.8
20241211,3,45,35,0.7778
20241212,3,45,39,0.8667
20241213,3,45,40,0.8889
20241214,3,45,34,0.7556
20241215,3,45,31,0.6889
20241216,3,45,30,0.6667
20241217,3,45,37,0.8222
20241218,3,45,36,0.8
20241219,3,45,35,0.7778
20241220,3,45,36,0.8
20241221,3,45,30,0.6667
20241222,3,45,32,0.7111
20241223,3,45,31,0.6889
20241224,3,45,37,0.8222
20241225,3,45,37,0.8222
20241226,3,45,32,0.7111
20241227,3,45,35,0.7778
20241228,3,45,33,0.7333
20241229,3,45,31,0.6889
20241230,3,45,35,0.7778
20241231,3,45,36,0.8
20250101,3,45,33,0.7333
20250102,3,45,37,0.8222
20250103,3,45,37,0.8222
20250104,3,45,35,0.7778
20250105,3,45,31,0.6889
20250106,3,45,41,0.9111
20250107,3,45,34,0.7556
20250108,3,45,43,0.9556
20250109,3,45,40,0.8889
20250110,3,45,38,0.8444
20250111,3,45,28,0.6222
20250112,3,45,32,0.7111
20250113,3,45,34,0.7556
20250114,3,45,35,0.7778
20250115,3,45,36,0.8
20250116,3,45,36,0.8
20250117,3,45,38,0.8444
20250118,3,45,26,0.5778
20250119,3,45,27,0.6
20250120,3,45,32,0.7111
20250121,3,45,29,0.6444
20250122,3,45,30,0.6667
20250123,3,45,30,0.6667
20250124,3,45,32,0.7111
20250125,3,45,30,0.6667
20250126,3,45,31,0.6889
20250127,3,45,35,0.7778
20250128,3,45,32,0.7111
20250129,3,45,39,0.8667
20250130,3,45,36,0.8
20250131,3,45,37,0.8222
20250201,3,45,35,0.7778
20250202,3,45,32,0.7111
20250203,3,45,35,0.7778
20250204,3,45,37,0.8222
20250205,3,45,41,0.9111
20250206,3,45,41,0.9111
20250207,3,45,42,0.9333
20250208,3,45,36,0.8
20250209,3,45,33,0.7333
20250210,3,45,33,0.7333
20250211,3,45,37,0.8222
20250212,3,45,37,0.8222
20250213,3,45,37,0.8222
20250214,3,45,39,0.8667
20250215,3,45,33,0.7333
20250216,3,45,30,0.6667
20250217,3,45,36,0.8
20250218,3,45,30,0.6667
20250219,3,45,30,0.6667
20250220,3,45,36,0.8
20250221,3,45,30,0.6667
20250222,3,45,26,0.5778
20250223,3,45,28,0.6222
20250224,3,45,33,0.7333
20250225,3,45,29,0.6444
20250226,3,45,32,0.7111
20250227,3,45,33,0.7333
20250228,3,45,37,0.8222
20250301,3,45,32,0.7111
20250302,3,45,28,0.6222
20250303,3,45,34,0.7556
20250304,3,45,38,0.8444
20250305,3,45,41,0.9111
20250306,3,45,35,0.7778
20250307,3,45,39,0.8667
20250308,3,45,34,0.7556
20250309,3,45,32,0.7111
20250310,3,45,34,0.7556
20250311,3,45,37,0.8222
20250312,3,45,41,0.9111
20250313,3,45,39,0.8667
20250314,3,45,32,0.7111
20250315,3,45,33,0.7333
20250316,3,45,30,0.6667
20250317,3,45,39,0.8667
20250318,3,45,30,0.6667
20250319,3,45,31,0.6889
20250320,3,45,34,0.7556
20250321,3,45,32,0.7111
20250322,3,45,31,0.6889
20250323,3,45,27,0.6
20250324,3,45,35,0.7778
20250325,3,45,31,0.6889
20250326,3,45,34,0.7556
20250327,3,45,32,0.7111
20250328,3,45,32,0.7111
20250329,3,45,29,0.6444
20250330,3,45,32,0.7111
